orphaID	label	genes	n_genes	description	roots
Orphanet:603	Distal myopathy, Welander type	TIA1	1	Distal myopathy, Welander type (WDM) is a distal myopathy characterized by weakness in the distal upper extremities, usually finger and wrist extensors which later progresses to all hand muscles and distal lower extremity, primarily in toe and ankle extensors.	Rare genetic neurological disorder
Orphanet:505227	Combined immunodeficiency due to GINS1 deficiency	GINS1	1	NA	Rare genetic immune disease
Orphanet:588	Muscle-eye-brain disease	LARGE1;POMGNT1;POMT1;POMT2;FKTN;FKRP;B3GALNT2;GMPPB	8	A rare, congenital muscular dystrophy due to dystroglycanopathy characterized by early onset muscular dystrophy, severe muscular hypotonia, severe mental retardation and typical brain and eye malformations, including pachygyria, polymicrogyria, agyria, brainstem and cerebellar structural anomalies, severe myopia, glaucoma, optic nerve and retinal hypoplasia. Patients may present with seizures, macrocephaly or microcephaly, microphthalmia, and congenital contractures. Depending on the severity, limited motor function is acquired. Less severe cases have been reported.	Rare genetic eye disease;Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism
Orphanet:505237	Early-onset seizures-distal limb anomalies-facial dysmorphism-global developmental delay syndrome	OTUD6B	1	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:899	Walker-Warburg syndrome	POMGNT1;POMT1;POMT2;COL4A1;FKTN;FKRP;LARGE1;DAG1;ISPD;POMGNT2;RXYLT1;B3GALNT2;B4GAT1;POMK	14	Walker-Warburg Syndrome (WWS) is a rare form of congenital muscular dystrophy associated with brain and eye abnormalities.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic eye disease
Orphanet:505216	3-methylglutaconic aciduria type 9	TIMM50	1	NA	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:272	Congenital muscular dystrophy, Fukuyama type	FKTN	1	Fukuyama type muscular dystrophy (FCMD) is a congenital progressive muscular dystrophy characterized by brain malformation (cobblestone lissencephaly), dystrophic changes in skeletal muscle, severe intellectual deficit, epilepsy and motor impairment.	Rare genetic eye disease;Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism
Orphanet:505208	3-methylglutaconic aciduria type 8	HTRA2	1	NA	Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:265	Autosomal dominant limb-girdle muscular dystrophy type 1C	CAV3	1	NA	Rare genetic neurological disorder
Orphanet:268	Autosomal recessive limb-girdle muscular dystrophy type 2B	DYSF	1	A subtype of autosomal recessive limb-girdle muscular dystrophy characterized by an onset in late adolescence or early adulthood of slowly progressive, proximal weakness and atrophy of shoulder and pelvic girdle muscles. Cardiac and respiratory muscles are not involved. Hypertrophy of the calf muscles and highly elevated serum creatine kinase levels are frequently observed.	Rare genetic neurological disorder
Orphanet:505248	Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders	VPS33A	1	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:600	Vocal cord and pharyngeal distal myopathy	MATR3	1	Vocal cord and pharyngeal distal myopathy (VCPDM) is a rare autosomal dominant distal myopathy characterized by adult onset of muscle weakness in the feet and hands (slowly progressing to involve proximal limb muscles) combined with vocal or swallowing dysfunction and frequent respiratory muscle involvement in later stages. Normal to mildly elevated creatine kinase (CK) serum levels and rimmed-vacuolated dystrophic muscle fiber changes are associated laboratory and pathologic findings.	Rare genetic neurological disorder
Orphanet:609	Tibial muscular dystrophy	TTN	1	Tibial muscular dystrophy (TMD) is a distal myopathy characterized by weakness of the muscles of the anterior compartment of lower limbs, appearing in the fourth to seventh decade of life.	Rare genetic neurological disorder
Orphanet:602	GNE myopathy	GNE	1	GNE myopathy is a rare autosomal recessive distal myopathy characterized by early adult-onset, slowly to moderately progressive distal muscle weakness that preferentially affects the tibialis anterior muscle and that usually spares the quadriceps femoris. Muscle biopsy reveals presence of rimmed vacuoles.	Rare inborn errors of metabolism;Rare genetic hematologic disease;Rare genetic neurological disorder
Orphanet:505242	Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome	SLC30A9	1	NA	Rare genetic neurological disorder;Rare genetic renal disease;Rare inborn errors of metabolism;Rare genetic eye disease
Orphanet:508093	MEPAN syndrome	MECR	1	NA	Rare genetic neurological disorder;Rare genetic eye disease;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism
Orphanet:508533	Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome	EXTL3	1	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic immune disease
Orphanet:508542	Congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome	MYSM1	1	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic immune disease
Orphanet:508512	Congenital multiple café-au-lait macules-increased sister chromatid exchange syndrome	RMI2;TOP3A	2	NA	Rare genetic skin disease
Orphanet:508529	Generalized basal epidermolysis bullosa simplex with skin atrophy, scarring and hair loss	KLHL24	1	NA	Rare genetic skin disease
Orphanet:508523	Hyperphenylalaninemia due to DNAJC12 deficiency	DNAJC12	1	NA	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:508488	8q24.3 microdeletion syndrome	PUF60	1	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic renal disease;Rare genetic cardiac disease;Rare chromosomal anomaly
Orphanet:508476	Cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome	HYAL2	1	NA	Genetic otorhinolaryngologic disease;Rare genetic developmental defect during embryogenesis;Rare genetic cardiac disease
Orphanet:508501	Oral-facial-digital syndrome with short stature and brachymesophalangy	IFT57	1	NA	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:508498	Intellectual disability-cardiac anomalies-short stature-joint laxity syndrome	PUF60	1	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic cardiac disease
Orphanet:505652	CDKL5-related epileptic encephalopathy	CDKL5	1	A rare genetic neurodevelopmental disorder characterized by early-onset drug-resistant seizures and severe neurodevelopmental impairment with major motor development delay.	Rare genetic neurological disorder
Orphanet:506334	Familial steroid-resistant nephrotic syndrome with adrenal insufficiency	SGPL1	1	NA	Rare genetic endocrine disease;Rare genetic renal disease;Rare inborn errors of metabolism
Orphanet:506307	Stromme syndrome	CENPF	1	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Ciliopathy;Rare genetic eye disease
Orphanet:506358	Gabriele-de Vries syndrome	YY1	1	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:506353	Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction	SELENOI	1	NA	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:495274	Charcot-Marie-Tooth disease type 2T	MME	1	NA	Rare genetic neurological disorder
Orphanet:495844	C11ORF73-related autosomal recessive hypomyelinating leukodystrophy	HIKESHI	1	NA	Rare genetic eye disease;Rare genetic neurological disorder
Orphanet:495818	9q33.3q34.11 microdeletion syndrome	LMX1B;STXBP1	2	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic skin disease;Rare chromosomal anomaly
Orphanet:496641	Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome	TBCD	1	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic eye disease
Orphanet:496686	Kyphosis-lateral tongue atrophy-myofibrillar myopathy syndrome	KY	1	NA	Rare genetic neurological disorder
Orphanet:496689	Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome	KY	1	NA	Rare genetic neurological disorder
Orphanet:496751	EVEN-plus syndrome	HSPA9	1	NA	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:496756	Early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome	TBCE	1	NA	Rare genetic neurological disorder
Orphanet:496790	Ocular anomalies-axonal neuropathy-developmental delay syndrome	ATAD3A	1	NA	Rare genetic neurological disorder;Rare genetic cardiac disease;Rare genetic eye disease;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism
Orphanet:494433	MIRAGE syndrome	SAMD9	1	NA	Rare genetic developmental defect during embryogenesis;Rare genetic urogenital disease;Rare genetic endocrine disease
Orphanet:494439	Retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome	EXOSC2	1	NA	Genetic otorhinolaryngologic disease;Rare genetic eye disease;Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:494444	DIAPH1-related sensorineural hearing loss-thrombocytopenia syndrome	DIAPH1	1	NA	Genetic otorhinolaryngologic disease;Rare genetic hematologic disease
Orphanet:494344	RERE-related neurodevelopmental syndrome	RERE	1	NA	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:494348	Early-onset familial noncirrhotic portal hypertension	DGUOK	1	NA	
Orphanet:494547	Squamous cell carcinoma of the hypopharynx	TNFRSF10B;PTEN;ING1	3	NA	
Orphanet:494541	Childhood-onset benign chorea with striatal involvement	PDE10A	1	NA	Rare genetic neurological disorder
Orphanet:494526	Infantile-onset generalized dyskinesia with orofacial involvement	PDE10A	1	NA	Rare genetic neurological disorder
Orphanet:494550	Squamous cell carcinoma of the larynx	TNFRSF10B;PTEN;ING1	3	NA	
Orphanet:500180	Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder	UBTF	1	NA	Rare genetic neurological disorder
